Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
12.69;64.57;0.08;0.05;0.16;20937.72
12.49;65.34;0.08;0.05;0.13;21089.62
12.44;66.14;0.09;0.08;0.11;20810.13
12.48;66.34;0.08;0.06;0.13;20931.65
12.45;66.28;0.08;0.06;0.20;20937.72
12.41;65.51;0.09;0.10;0.09;20840.51
12.43;65.21;0.08;0.06;0.16;20937.72
12.42;65.08;0.08;0.04;0.17;21205.06
12.39;65.58;0.08;0.04;0.15;21369.11
12.27;68.48;0.08;0.07;0.13;21405.57
11.98;69.42;0.08;0.10;0.10;22444.56
12.01;69.55;0.08;0.07;0.15;23143.29
12.13;68.65;0.08;0.04;0.14;22924.56
12.30;67.41;0.08;0.07;0.15;23015.70
12.23;67.98;0.08;0.06;0.12;23118.99
12.45;66.64;0.08;0.04;0.15;22608.61
12.50;65.84;0.08;0.08;0.16;21891.65
12.46;65.18;0.08;0.08;0.13;21539.24
12.39;65.34;0.08;0.06;0.17;21180.76
12.32;65.41;0.08;0.08;0.13;20579.24
12.39;64.91;0.08;0.05;0.15;20427.34
12.38;64.74;0.08;0.06;0.13;20390.89
12.44;64.37;0.08;0.06;0.11;20591.39
12.41;63.97;0.08;0.11;0.17;21387.34
12.26;66.21;0.08;0.64;0.64;21757.97
11.79;68.58;0.08;2.41;2.57;22073.92
11.78;68.21;0.08;5.52;5.58;22681.52
11.92;67.81;0.08;9.60;9.77;23125.06
12.03;67.11;0.08;25.49;25.38;23544.30
12.19;66.38;0.08;63.97;61.99;24297.72
12.27;64.64;0.08;87.10;86.10;24789.87
12.28;64.34;0.08;83.40;81.00;25342.78
12.25;64.47;0.09;80.10;78.60;26290.63
12.31;64.51;0.08;149.30;147.70;27226.33
12.52;64.97;0.08;181.00;178.50;27943.29
12.53;64.87;0.08;124.20;121.20;28441.52
12.60;65.98;0.08;236.50;233.90;29322.53
12.63;66.34;0.08;213.60;208.40;29784.30
12.81;65.21;0.08;218.00;213.80;30367.59
12.92;64.71;0.08;125.20;124.40;31546.33
12.99;63.74;0.08;145.50;144.50;32712.91
13.10;63.57;0.08;217.40;215.20;33211.14
13.22;63.57;0.09;146.00;147.20;33205.06
13.36;61.80;0.09;129.40;125.80;33563.54
13.45;61.84;0.08;239.70;235.00;33843.04
13.49;59.63;0.09;175.50;178.00;34632.91
13.57;60.13;0.09;160.00;161.00;35210.13
13.56;59.23;0.08;164.80;159.40;35155.44
13.71;58.23;0.09;209.30;211.70;35355.95
13.83;56.19;0.09;169.40;168.10;35410.63
13.88;57.96;0.09;144.70;147.90;35143.29
13.97;58.46;0.09;377.20;384.50;35289.11
14.16;58.20;0.08;323.00;333.40;35240.51
14.04;56.16;0.08;261.30;266.00;35684.05
13.66;60.00;0.09;86.90;89.10;36145.82
12.68;65.14;0.08;343.30;360.70;36449.62
13.23;64.51;0.08;144.50;148.20;36291.65
13.52;63.57;0.09;172.20;179.60;36388.86
13.68;60.83;0.08;162.10;168.70;36085.06
13.76;58.63;0.08;214.30;222.90;35611.14
13.80;57.80;0.09;95.50;99.00;35434.94
13.65;59.00;0.09;186.80;193.00;35380.25
13.77;58.26;0.09;227.50;237.00;35264.81
13.91;59.03;0.09;187.50;194.10;34888.10
13.90;58.43;0.09;134.50;137.60;34790.89
13.90;56.93;0.09;312.80;333.20;34760.51
14.10;56.89;0.09;123.40;127.50;34663.29
13.99;56.36;0.09;129.50;132.70;34286.58
13.96;54.39;0.08;138.70;143.30;33648.61
13.89;55.69;0.09;79.00;81.60;33818.73
13.78;56.46;0.09;92.60;95.50;33618.23
13.80;57.26;0.09;123.70;129.10;33332.66
13.80;58.23;0.08;115.50;120.20;33071.39
13.89;57.50;0.08;108.20;113.20;32804.05
13.81;56.96;0.08;96.50;99.40;32609.62
13.71;56.29;0.08;56.67;58.59;32421.27
13.67;56.46;0.09;44.24;45.21;32536.71
13.64;58.96;0.09;65.88;68.48;32694.68
13.65;59.13;0.09;88.80;93.00;32378.73
13.75;57.56;0.09;29.00;29.34;33284.05
13.77;56.99;0.09;87.00;103.80;32852.66
14.00;55.83;0.09;87.80;99.90;35009.62
13.98;53.99;0.09;44.94;53.20;37944.30
13.80;55.16;0.08;38.90;40.09;39730.63
13.67;56.13;0.08;17.02;17.50;41097.72
13.52;57.93;0.09;6.98;7.28;41437.97
13.34;59.00;0.09;3.07;3.21;41614.18
13.34;59.47;0.09;1.63;1.72;41626.33
13.37;59.43;0.09;0.36;0.41;41595.95
13.44;59.30;0.09;0.07;0.15;41219.24
13.29;59.63;0.09;0.08;0.12;41620.25
13.18;60.23;0.09;0.07;0.15;41881.52
13.06;61.17;0.09;0.07;0.10;42227.85
12.97;62.20;0.09;0.06;0.12;42209.62
12.82;62.94;0.09;0.05;0.12;42422.28
12.72;63.44;0.09;0.05;0.16;42288.61
12.75;63.67;0.09;0.03;0.12;42483.04
12.80;63.67;0.09;0.05;0.15;42774.68
12.62;64.11;0.09;0.08;0.10;42956.96
12.59;64.27;0.09;0.07;0.10;43218.23
12.57;63.97;0.09;0.05;0.11;43181.77
12.45;64.84;0.09;0.06;0.11;42829.37
12.36;64.97;0.09;0.06;0.10;42312.91
12.33;64.91;0.08;0.07;0.12;42106.33
12.22;65.38;0.08;0.08;0.13;41547.34
12.13;65.38;0.08;0.04;0.14;41085.57
12.16;65.24;0.09;0.07;0.11;40447.59
12.20;64.87;0.09;0.06;0.14;39773.16
12.19;64.31;0.09;0.08;0.11;39499.75
12.13;64.47;0.09;0.07;0.08;38867.85
11.96;64.64;0.08;0.07;0.12;38150.89
11.25;67.05;0.08;0.05;0.14;37373.16
10.88;69.48;0.09;0.06;0.13;36346.33
10.91;69.35;0.08;0.06;0.16;35398.48
10.57;70.80;0.08;0.07;0.16;34104.30
10.68;71.40;0.09;0.06;0.13;33308.35
10.35;73.40;0.09;0.06;0.12;31837.97
10.49;73.40;0.09;0.07;0.10;30902.28
10.04;73.30;0.08;0.06;0.13;30331.14
9.59;75.50;0.08;0.04;0.13;29717.47
9.34;78.10;0.08;0.08;0.10;28854.68
9.35;79.00;0.08;0.05;0.17;27888.61
9.27;79.60;0.09;0.05;0.14;27220.25
9.45;80.00;0.08;0.05;0.11;26557.97
9.42;80.00;0.08;0.06;0.13;26108.35
9.29;80.30;0.08;0.08;0.13;25683.04
9.19;80.70;0.09;0.03;0.13;24893.16
9.13;81.70;0.09;0.06;0.14;24522.53
9.55;82.20;0.08;0.07;0.12;23921.01
9.15;80.50;0.08;0.05;0.13;23835.95
8.99;81.50;0.09;0.07;0.13;23726.58
9.29;81.20;0.09;0.05;0.15;23562.53
9.36;80.20;0.08;0.06;0.10;23368.10
9.24;79.70;0.09;0.06;0.13;23088.61
9.24;79.20;0.09;0.09;0.08;23027.85
8.77;80.30;0.08;0.07;0.09;22638.99
8.75;79.90;0.08;0.08;0.13;22626.84
8.29;80.60;0.08;0.09;0.12;22572.15
8.36;81.20;0.09;0.07;0.09;22304.81
8.66;81.40;0.08;0.07;0.11;21897.72
8.54;81.20;0.08;0.06;0.14;21922.03
8.64;81.60;0.08;0.09;0.09;21903.80
9.14;80.60;0.09;0.04;0.13;22001.01
9.50;78.90;0.08;0.05;0.15;22043.54
9.59;77.20;0.09;0.09;0.12;22219.75
9.64;77.10;0.09;0.04;0.14;22201.52
9.70;76.90;0.08;0.06;0.12;22086.08
9.76;76.80;0.08;0.10;0.14;21976.71
10.03;76.60;0.09;0.07;0.12;22019.24
10.12;75.30;0.09;0.04;0.11;22244.05
9.82;77.10;0.08;0.06;0.12;22128.61
9.95;76.40;0.08;0.07;0.14;22347.34
10.21;75.90;0.08;0.04;0.13;22541.77
10.14;75.30;0.08;0.07;0.16;22699.75
10.00;75.90;0.09;0.05;0.12;23793.42
10.02;75.90;0.09;0.04;0.14;24528.61
9.99;76.50;0.09;0.03;0.15;24656.20
10.05;76.60;0.08;0.08;0.10;24747.34
10.18;76.60;0.09;0.08;0.11;25196.96
10.24;76.10;0.08;0.06;0.10;25518.99
10.14;76.50;0.09;0.04;0.13;25209.11
10.18;76.90;0.09;0.04;0.14;24704.81
10.19;76.60;0.08;0.05;0.12;24182.28
9.71;77.80;0.09;0.06;0.12;23969.62
9.40;78.30;0.08;0.04;0.12;23884.56
9.03;79.80;0.09;0.07;0.13;23696.20
8.90;80.40;0.08;0.09;0.10;23763.04
8.81;81.10;0.09;0.23;0.22;24565.06
8.85;81.70;0.08;1.08;1.07;25184.81
8.98;82.00;0.08;3.50;3.42;25901.77
9.00;81.90;0.08;13.24;13.26;26229.87
8.96;82.60;0.08;36.78;36.44;26685.57
9.09;82.60;0.08;78.60;77.60;27007.59
8.87;82.30;0.08;101.40;99.70;27554.43
8.73;82.40;0.08;149.40;149.30;28398.99
8.75;82.70;0.09;199.00;200.00;28848.61
9.04;82.80;0.08;215.40;218.70;29516.96
9.63;82.10;0.09;276.70;277.90;29930.13
9.92;80.90;0.09;301.30;305.40;30555.95
10.50;80.80;0.08;307.30;309.50;31449.11
10.74;79.10;0.09;309.20;314.00;31923.04
11.02;78.70;0.08;291.00;295.90;32718.99
11.30;77.30;0.09;300.40;308.10;33126.08
11.92;76.20;0.08;328.20;339.70;33253.67
12.42;74.30;0.08;364.80;380.40;33751.90
12.70;72.50;0.08;395.30;414.80;33891.65
13.01;71.00;0.08;416.60;439.10;34608.61
13.15;70.60;0.08;471.90;499.70;35283.04
13.26;70.80;0.08;465.40;487.90;36145.82
13.03;72.40;0.08;337.50;352.20;36309.87
13.11;72.00;0.08;482.10;514.90;36856.71
13.29;71.60;0.08;510.40;547.00;36583.29
13.62;69.08;0.08;533.60;575.70;36662.28
13.96;65.94;0.08;605.60;648.00;36905.32
14.09;63.47;0.09;548.40;588.10;37099.75
14.15;63.57;0.08;601.30;653.10;36978.23
14.19;62.84;0.08;447.40;473.20;37105.82
13.75;65.28;0.08;413.50;443.10;37203.04
13.93;65.74;0.08;543.30;594.80;37306.33
14.12;65.81;0.08;550.50;606.50;36917.47
14.37;63.11;0.08;553.60;610.10;36546.84
14.52;62.14;0.08;555.10;613.40;36723.04
14.51;61.90;0.08;547.30;608.50;36923.54
14.55;60.83;0.08;540.00;601.90;36662.28
14.57;60.47;0.09;534.00;596.80;36583.29
14.58;59.93;0.08;532.40;591.80;35981.77
14.54;59.43;0.08;509.50;569.10;35605.06
14.34;57.50;0.08;264.30;285.50;35744.81
14.28;56.76;0.09;229.50;250.40;35860.25
14.53;55.79;0.08;402.80;452.40;35702.28
14.40;55.36;0.09;149.80;162.10;35665.82
14.31;56.43;0.09;85.70;88.20;35307.34
14.38;56.59;0.08;269.60;306.00;34754.43
14.52;55.29;0.09;297.90;339.50;34681.52
14.38;57.33;0.08;82.70;87.50;34851.65
14.33;57.16;0.09;152.00;170.10;34699.75
14.69;56.19;0.08;267.20;311.80;34657.22
14.94;56.19;0.08;313.10;372.30;34863.80
15.15;54.92;0.09;288.80;346.20;35106.84
15.09;54.19;0.09;257.60;312.10;35234.43
14.90;54.79;0.08;224.60;274.90;34888.10
14.77;54.62;0.09;201.90;250.90;34693.67
14.73;56.13;0.09;175.10;220.40;35204.05
14.52;56.79;0.08;148.70;189.10;36443.54
14.33;57.80;0.09;123.70;159.30;37956.46
14.18;59.27;0.09;103.10;134.50;39129.11
14.03;60.70;0.09;80.60;106.20;42142.78
13.79;62.24;0.08;55.65;73.60;43837.97
13.39;63.87;0.08;18.32;20.51;44421.27
13.15;64.47;0.09;9.89;10.24;44627.85
13.02;65.88;0.08;6.12;6.30;45028.86
12.82;66.84;0.08;2.65;2.83;44876.96
12.55;68.05;0.09;0.73;0.76;44919.49
12.47;69.25;0.09;0.12;0.11;45041.01
12.29;70.60;0.08;0.03;0.16;45144.30
12.13;71.40;0.08;0.04;0.11;44943.80
12.02;72.10;0.09;0.05;0.11;44536.71
12.08;71.10;0.09;0.09;0.12;44439.49
12.05;70.90;0.09;0.07;0.10;44427.34
11.98;71.60;0.09;0.06;0.13;44342.28
12.01;71.60;0.09;0.07;0.10;44712.91
12.05;70.40;0.08;0.08;0.08;44883.04
12.03;69.92;0.09;0.06;0.13;44706.84
11.96;70.10;0.09;0.05;0.14;44372.66
11.87;70.20;0.09;0.09;0.11;44093.16
11.88;69.95;0.09;0.05;0.12;43686.08
11.73;69.92;0.09;0.07;0.13;43449.11
11.63;70.50;0.09;0.08;0.06;43011.65
11.43;71.20;0.10;0.08;0.09;42525.57
11.28;71.70;0.09;0.05;0.10;42051.65
11.07;72.40;0.09;0.05;0.11;41298.23
10.88;72.80;0.09;0.05;0.07;40465.82
10.86;73.00;0.09;0.06;0.12;39949.37
10.85;72.60;0.09;0.10;0.09;39220.25
10.78;72.60;0.09;0.09;0.07;38363.54
10.69;72.70;0.09;0.05;0.12;37482.53
10.63;72.50;0.09;0.06;0.13;36571.14
10.33;73.50;0.08;0.06;0.11;35289.11
9.97;75.50;0.09;0.06;0.11;34529.62
9.80;76.30;0.09;0.08;0.09;33739.75
9.91;76.10;0.09;0.08;0.13;32603.54
10.02;75.00;0.09;0.05;0.13;31430.89
9.98;74.20;0.09;0.07;0.10;30476.96
9.79;75.10;0.09;0.07;0.12;29784.30
9.66;75.30;0.09;0.08;0.11;28927.59
9.50;76.60;0.08;0.06;0.12;28204.56
9.36;76.90;0.08;0.05;0.15;27505.82
9.21;77.20;0.08;0.07;0.07;26734.18
9.29;76.80;0.08;0.06;0.12;26163.04
8.79;78.20;0.08;0.05;0.09;25676.96
8.77;78.60;0.08;0.07;0.11;25105.82
8.78;78.50;0.08;0.08;0.13;24607.59
8.83;78.30;0.08;0.07;0.11;24352.41
9.10;77.90;0.08;0.07;0.16;24157.97
9.30;76.20;0.09;0.06;0.12;23878.48
9.51;76.10;0.08;0.04;0.10;23422.78
9.57;74.30;0.09;0.06;0.13;23270.89
9.63;74.30;0.09;0.04;0.10;23222.28
9.86;73.20;0.09;0.10;0.10;22942.78
9.95;71.10;0.08;0.04;0.12;22675.44
9.85;70.80;0.08;0.05;0.12;22517.47
9.48;73.20;0.09;0.03;0.14;22389.87
9.27;74.40;0.08;0.04;0.12;22256.20
9.26;74.40;0.09;0.06;0.10;22080.00
9.14;74.80;0.09;0.04;0.12;22019.24
8.99;75.60;0.08;0.06;0.12;21970.63
9.32;76.10;0.09;0.06;0.07;22086.08
10.19;73.40;0.09;0.03;0.11;21922.03
10.39;71.40;0.09;0.07;0.10;22001.01
9.91;74.10;0.09;0.08;0.12;22146.84
9.85;74.90;0.09;0.07;0.08;22043.54
9.74;76.00;0.09;0.05;0.12;22122.53
9.86;76.10;0.09;0.07;0.10;22225.82
9.39;76.80;0.09;0.04;0.11;22529.62
8.77;79.20;0.09;0.04;0.10;22620.76
9.35;79.20;0.09;0.04;0.12;22979.24
9.76;76.50;0.08;0.06;0.06;22948.86
9.21;77.20;0.09;0.06;0.10;23052.15
9.16;77.80;0.09;0.06;0.10;24145.82
9.19;77.80;0.08;0.05;0.08;24947.85
8.78;79.00;0.09;0.06;0.12;25038.99
8.64;80.50;0.09;0.07;0.12;24978.23
8.62;80.70;0.09;0.06;0.11;25203.04
8.28;82.10;0.09;0.05;0.12;24935.70
8.06;83.10;0.08;0.06;0.08;24480.00
8.23;83.60;0.08;0.05;0.12;23835.95
8.19;83.00;0.09;0.06;0.09;23276.96
7.93;83.80;0.09;0.04;0.12;22869.87
7.76;84.50;0.09;0.07;0.09;22784.81
7.71;85.20;0.09;0.07;0.11;22693.67
7.73;85.60;0.09;0.05;0.12;22790.89
7.68;85.80;0.09;0.25;0.30;23428.86
7.61;86.60;0.09;1.49;1.45;24516.46
7.60;86.80;0.09;4.25;4.21;25269.87
7.73;86.70;0.08;8.69;8.52;25847.09
7.69;86.20;0.09;24.94;23.66;26564.05
7.86;86.00;0.09;60.65;58.69;27293.16
8.05;84.70;0.09;87.80;85.30;27991.90
8.36;83.50;0.09;115.30;114.00;28617.72
8.63;81.70;0.09;143.10;142.80;29079.49
8.86;80.20;0.09;170.40;171.40;29431.90
9.06;78.60;0.09;198.60;201.20;30161.01
9.24;76.90;0.09;226.70;231.20;30464.81
9.65;75.60;0.09;254.60;261.60;30999.49
10.36;72.50;0.09;281.90;291.50;31558.48
10.84;68.71;0.09;303.50;319.70;32111.39
11.25;67.75;0.09;333.90;348.90;31643.54
11.85;67.88;0.08;360.90;379.40;29529.11
12.87;53.92;0.08;385.20;407.40;29820.76
13.19;50.22;0.08;408.30;433.60;29984.81
13.40;47.71;0.08;429.30;457.70;30410.13
13.55;46.38;0.08;448.10;479.60;30823.29
13.74;46.28;0.09;465.30;499.70;31278.99
13.81;45.68;0.08;481.20;518.60;31540.25
13.94;43.87;0.09;495.80;536.00;31552.41
14.09;41.27;0.09;508.00;550.30;31607.09
14.08;36.33;0.09;520.20;565.40;32123.54
14.06;37.23;0.09;532.10;580.10;32281.52
14.17;37.96;0.09;540.70;590.70;32524.56
14.41;38.06;0.09;546.50;598.30;32403.04
14.57;37.53;0.09;553.50;607.50;32202.53
14.59;34.76;0.09;559.00;615.20;32506.33
14.74;33.39;0.09;559.40;617.60;32749.37
14.92;32.02;0.09;560.40;620.30;32542.78
14.91;31.55;0.09;560.70;622.20;32567.09
15.12;32.75;0.09;558.40;622.10;32664.30
15.10;32.12;0.09;555.60;620.90;32712.91
15.20;30.85;0.09;552.80;619.90;32646.08
15.53;31.25;0.09;542.70;610.10;32980.25
15.56;31.52;0.09;534.80;605.10;33545.32
15.42;32.92;0.09;526.10;596.20;33642.53
15.77;32.45;0.09;512.60;582.70;33411.65
15.81;31.62;0.09;501.60;572.30;33988.86
15.70;31.15;0.09;487.60;559.00;34292.66
15.85;30.45;0.09;469.30;540.40;34274.43
15.92;30.35;0.09;451.40;521.90;34821.27
16.09;30.68;0.09;434.30;504.00;34055.70
16.24;31.15;0.09;413.40;482.40;34316.96
16.27;29.92;0.09;390.90;459.10;34116.46
16.28;29.52;0.09;367.00;433.10;33569.62
16.51;28.58;0.09;342.00;406.60;33290.13
16.38;27.55;0.09;315.80;378.50;33618.23
16.87;27.58;0.09;289.80;349.80;33533.16
16.51;34.66;0.08;259.70;315.60;33198.99
15.85;36.73;0.08;229.30;281.80;33126.08
15.47;37.63;0.08;200.70;249.80;33666.84
15.30;35.99;0.08;176.50;222.50;34310.89
15.18;35.53;0.08;152.80;195.80;35270.89
15.00;34.46;0.08;129.40;168.50;36662.28
14.79;35.16;0.08;107.30;142.50;38764.56
14.59;35.73;0.08;82.80;111.70;41395.44
14.42;34.62;0.08;59.06;80.50;43212.15
14.07;39.40;0.08;20.03;24.54;44275.44
13.18;42.77;0.08;8.17;8.60;44858.73
12.35;48.08;0.08;4.56;4.72;44694.68
11.53;50.65;0.08;2.44;2.61;44579.24
11.06;51.02;0.08;0.76;0.77;44828.35
10.85;51.09;0.08;0.12;0.13;44603.54
10.39;53.69;0.08;0.05;0.14;44202.53
9.97;54.16;0.08;0.06;0.05;43844.05
9.56;54.99;0.08;0.04;0.12;43728.61
9.26;55.06;0.08;0.07;0.08;43716.46
8.90;55.69;0.08;0.04;0.12;43704.30
8.90;55.53;0.08;0.08;0.09;43540.25
8.90;51.69;0.08;0.09;0.09;43935.19
8.84;51.22;0.08;0.07;0.12;44469.87
8.63;52.42;0.08;0.04;0.11;44251.14
8.76;51.65;0.08;0.08;0.12;43716.46
8.33;55.46;0.09;0.07;0.09;43771.14
7.87;59.73;0.09;0.04;0.13;44153.92
8.59;59.93;0.09;0.07;0.10;43910.89
8.65;59.00;0.09;0.08;0.12;43224.30
8.74;59.03;0.09;0.06;0.10;42768.61
8.14;61.90;0.09;0.07;0.10;42458.73
7.82;62.07;0.09;0.05;0.09;41978.73
7.99;61.40;0.09;0.06;0.12;41431.90
8.23;60.33;0.09;0.08;0.12;40721.01
8.06;60.70;0.09;0.06;0.12;39870.38
7.95;61.44;0.09;0.04;0.12;39335.70
7.05;65.58;0.09;0.06;0.10;38418.23
6.72;67.58;0.09;0.06;0.10;37154.43
6.76;67.95;0.08;0.06;0.13;35811.65
6.80;67.71;0.08;0.07;0.09;34875.95
6.36;69.52;0.09;0.05;0.11;33885.57
6.48;69.68;0.09;0.07;0.13;32482.03
6.47;68.91;0.08;0.05;0.13;31364.05
6.01;71.40;0.08;0.08;0.10;30379.75
5.75;72.90;0.08;0.07;0.09;29778.23
5.65;73.40;0.09;0.07;0.13;28806.08
5.61;73.70;0.09;0.06;0.10;28095.19
5.56;74.00;0.09;0.04;0.11;27536.20
5.36;74.80;0.08;0.06;0.09;26886.08
5.14;75.80;0.08;0.06;0.10;26193.42
5.05;76.10;0.09;0.03;0.13;25604.05
5.24;76.30;0.09;0.08;0.11;25117.97
5.45;75.20;0.09;0.03;0.11;24735.19
5.47;74.10;0.09;0.04;0.12;24358.48
5.48;73.90;0.09;0.06;0.12;23890.63
5.59;73.40;0.09;0.05;0.13;23550.38
5.64;72.80;0.09;0.06;0.13;23477.47
5.64;72.10;0.09;0.07;0.09;23319.49
5.19;74.00;0.09;0.06;0.18;22912.41
5.03;74.90;0.09;0.04;0.13;22711.90
5.06;74.60;0.09;0.07;0.16;22511.39
4.93;75.30;0.09;0.05;0.17;22590.38
4.71;76.50;0.08;0.05;0.15;22481.01
4.54;78.50;0.09;0.05;0.12;22681.52
4.45;79.80;0.09;0.07;0.13;22596.46
4.34;80.10;0.09;0.08;0.11;22493.16
4.39;79.90;0.09;0.09;0.11;22432.41
4.45;79.80;0.09;0.07;0.10;22134.68
4.23;79.40;0.08;0.08;0.10;22256.20
4.25;79.40;0.09;0.06;0.13;22408.10
3.95;79.90;0.09;0.05;0.14;22383.80
4.17;79.90;0.09;0.07;0.13;22341.27
4.16;78.60;0.09;0.07;0.13;22104.30
3.94;79.00;0.09;0.06;0.13;22274.43
3.54;80.80;0.09;0.06;0.12;22584.30
3.25;82.40;0.09;0.09;0.09;22547.85
3.44;82.80;0.09;0.05;0.12;22906.33
3.68;82.70;0.09;0.11;0.12;23052.15
3.78;81.80;0.09;0.07;0.12;23416.71
3.92;80.60;0.09;0.03;0.15;24303.80
3.79;79.10;0.09;0.07;0.12;24905.32
3.78;78.80;0.08;0.08;0.12;25409.62
3.58;79.20;0.09;0.07;0.16;25470.38
3.56;79.50;0.09;0.07;0.15;25525.06
3.63;79.30;0.09;0.09;0.15;25579.75
3.64;79.40;0.09;0.06;0.15;25063.29
3.66;79.90;0.09;0.09;0.17;24388.86
3.71;79.70;0.09;0.10;0.13;23805.57
3.96;79.30;0.09;0.07;0.13;23374.18
4.02;78.10;0.09;0.06;0.12;22936.71
3.97;77.60;0.08;0.09;0.12;22906.33
4.06;76.80;1.32;0.11;0.10;23027.85
4.05;76.70;0.25;0.32;0.32;23744.81
3.99;76.70;0.08;1.60;1.60;24449.62
3.78;77.60;0.08;4.56;4.46;24978.23
3.84;78.10;0.81;8.25;8.11;26120.51
3.87;77.90;4.92;33.03;31.25;27177.72
4.24;78.00;4.92;71.20;69.25;27262.78
4.06;76.40;4.92;96.30;94.70;28283.54
4.13;76.60;4.91;122.20;121.60;28939.75
4.58;76.20;4.91;149.20;149.70;29541.27
4.73;75.20;4.91;176.50;178.10;29310.38
5.12;74.60;4.92;204.30;207.60;29893.67
5.26;73.40;4.92;232.10;237.40;30871.90
5.79;73.00;4.91;259.60;267.10;31704.30
6.28;70.60;4.92;286.50;296.70;32384.81
6.73;69.88;4.92;312.90;325.70;32804.05
7.44;67.45;4.92;337.40;353.10;32870.89
7.80;65.74;4.92;361.30;380.40;33308.35
7.83;65.31;4.91;384.40;406.60;34001.01
8.05;65.74;4.91;407.20;432.10;34493.16
8.50;64.84;4.91;428.50;456.50;34961.01
9.09;62.14;4.92;448.30;479.50;35520.00
9.72;61.27;4.92;466.40;500.70;35550.38
10.25;60.03;4.91;482.70;519.80;35459.24
10.94;59.77;4.92;497.90;538.00;35811.65
11.67;58.10;4.91;511.50;554.40;35805.57
12.20;54.92;4.92;522.70;568.20;35896.71
12.55;54.92;4.92;533.20;581.20;35744.81
13.12;55.13;4.92;541.20;591.50;36000.00
14.23;53.62;4.92;548.90;601.70;36054.68
15.07;40.17;3.73;555.60;610.80;36151.90
15.45;40.63;0.09;557.40;614.10;35872.41
15.85;40.23;0.09;557.60;615.80;36364.56
16.21;33.72;0.09;558.90;619.20;36601.52
16.45;32.72;0.08;559.70;621.80;36267.34
16.51;32.22;0.09;558.60;622.50;36309.87
16.67;30.98;0.09;553.40;618.30;36054.68
16.93;30.78;0.09;548.60;615.30;35720.51
17.00;29.62;0.09;541.60;609.90;35957.47
17.22;30.95;0.09;533.10;602.10;35501.77
17.41;29.18;0.09;523.80;594.00;35362.03
17.55;29.75;0.09;511.50;581.60;35106.84
17.61;28.28;0.09;498.20;568.30;35155.44
17.75;28.41;0.09;482.50;552.60;35167.59
17.92;29.18;0.09;467.00;536.80;35015.70
18.12;29.15;0.09;450.20;519.30;34693.67
18.28;28.98;0.08;430.60;499.60;34043.54
18.56;29.15;0.09;410.60;478.90;34122.53
18.39;29.58;0.08;388.60;456.60;33776.20
18.30;28.85;0.09;366.70;432.90;33484.56
18.45;28.15;0.08;342.50;407.10;33545.32
18.61;29.05;0.09;317.20;379.90;33478.48
18.73;30.65;0.09;290.40;350.80;33527.09
18.78;31.25;0.09;264.20;321.80;33660.76
18.62;31.72;0.09;237.50;292.70;33508.86
18.63;31.59;0.09;209.50;261.60;33545.32
18.42;32.19;0.08;184.40;233.20;33915.95
18.04;33.42;0.08;158.70;203.80;35228.35
17.54;33.79;0.09;132.20;172.50;36279.49
17.12;34.06;0.09;107.20;142.60;38242.03
16.82;36.49;0.09;85.10;114.40;40824.30
16.83;37.33;0.09;64.06;87.20;43339.75
16.83;36.33;0.09;44.15;60.86;44184.30
16.44;38.46;0.09;13.60;15.37;44457.72
16.12;39.67;0.09;7.01;7.27;44591.39
15.82;41.97;0.09;3.48;3.65;44591.39
15.58;42.74;0.09;1.09;1.15;44579.24
15.37;45.58;0.09;0.21;0.21;44554.94
15.24;47.48;0.09;0.07;0.12;44524.56
15.08;50.55;0.09;0.05;0.10;44354.43
14.75;53.02;0.09;0.06;0.12;44524.56
14.51;54.86;0.09;0.06;0.11;44360.51
14.24;58.56;0.09;0.07;0.10;44360.51
13.93;62.17;0.09;0.08;0.09;44135.70
13.48;65.01;0.08;0.06;0.12;44257.22
13.13;65.74;0.09;0.04;0.12;44785.82
12.89;62.67;0.09;0.04;0.13;44676.46
12.70;65.21;0.09;0.04;0.08;44384.81
12.16;65.98;0.09;0.04;0.09;43935.19
11.58;66.31;0.09;0.08;0.08;43394.43
11.57;63.34;0.09;0.04;0.13;43406.58
11.63;62.74;0.08;0.10;0.12;43169.62
11.56;63.67;0.09;0.05;0.14;42592.41
11.33;65.04;0.09;0.07;0.09;42100.25
11.19;67.38;0.09;0.06;0.10;41358.99
11.04;70.70;0.09;0.04;0.08;40909.37
10.68;70.90;0.09;0.05;0.10;40496.20
9.85;69.48;0.09;0.04;0.11;39912.91
9.70;70.10;0.08;0.06;0.10;38770.63
9.73;69.98;0.09;0.06;0.10;37834.94
10.01;67.04;0.09;0.07;0.10;37160.51
9.60;71.90;0.08;0.05;0.09;36164.05
9.36;72.90;0.08;0.04;0.11;34851.65
9.51;71.10;0.08;0.06;0.11;33417.72
9.27;70.70;0.09;0.07;0.11;32251.14
9.33;69.98;0.08;0.04;0.14;31522.03
9.08;71.30;0.09;0.04;0.16;30519.49
8.72;73.50;0.08;0.07;0.11;29942.28
8.63;76.30;0.09;0.05;0.14;29134.18
8.49;76.90;0.08;0.08;0.14;28362.53
8.28;77.30;0.09;0.06;0.12;27700.25
8.30;78.60;0.09;0.04;0.15;26782.78
8.18;79.50;0.09;0.08;0.12;26503.29
8.13;79.30;0.09;0.04;0.15;26059.75
